frac_reached,metric,n_paired,n_reached,n_reference_reached,n_seeds,p_cheaper_egda_mol,p_cheaper_energy_kJ,p_cheaper_nmr_acquisitions,p_cheaper_time_s,ratio_acid_mol_ci_hi,ratio_acid_mol_ci_lo,ratio_acid_mol_median,ratio_acid_mol_q25,ratio_acid_mol_q75,ratio_capillary_travel_m_ci_hi,ratio_capillary_travel_m_ci_lo,ratio_capillary_travel_m_median,ratio_capillary_travel_m_q25,ratio_capillary_travel_m_q75,ratio_egda_mol_ci_hi,ratio_egda_mol_ci_lo,ratio_egda_mol_median,ratio_egda_mol_q25,ratio_egda_mol_q75,ratio_energy_kJ_ci_hi,ratio_energy_kJ_ci_lo,ratio_energy_kJ_median,ratio_energy_kJ_q25,ratio_energy_kJ_q75,ratio_nmr_acquisitions_ci_hi,ratio_nmr_acquisitions_ci_lo,ratio_nmr_acquisitions_median,ratio_nmr_acquisitions_q25,ratio_nmr_acquisitions_q75,ratio_reactor_conditions_ci_hi,ratio_reactor_conditions_ci_lo,ratio_reactor_conditions_median,ratio_reactor_conditions_q25,ratio_reactor_conditions_q75,ratio_spatial_samples_ci_hi,ratio_spatial_samples_ci_lo,ratio_spatial_samples_median,ratio_spatial_samples_q25,ratio_spatial_samples_q75,ratio_time_s_ci_hi,ratio_time_s_ci_lo,ratio_time_s_median,ratio_time_s_q25,ratio_time_s_q75,ratio_waste_mL_ci_hi,ratio_waste_mL_ci_lo,ratio_waste_mL_median,ratio_waste_mL_q25,ratio_waste_mL_q75,reference_strategy,scenario,strategy,target
0.6,param_err_pct,14,24,17,40,1.0,1.0,0.6428571428571429,0.7142857142857143,0.46212270625306207,0.23167343641814023,0.3289223446806709,0.2397306061541457,0.4702153971992082,1.4155555555555548,0.6472839506172838,0.8466975308641971,0.6587428774928775,1.5217222222222213,0.40676747299580396,0.17928194377855733,0.28176805703880736,0.17691254376527552,0.3898208795641891,0.29550485089499845,0.14768388263878182,0.21145810265369713,0.14030233158515173,0.290494218066944,1.2666666666666666,0.72,0.8875,0.74,1.2583333333333333,0.75,0.6,0.75,0.6,0.75,1.0,0.6,0.75,0.6,1.0,1.0660780226776843,0.5401930713828714,0.7497886660651776,0.5460457160084691,1.0489982794380086,0.48453348958596626,0.23684462243101526,0.35230630698569854,0.2391474342581424,0.46823015102649646,D,S6_resources,F-res-1x,10.0
0.775,param_err_pct,24,31,28,40,1.0,1.0,0.5833333333333334,0.7916666666666666,0.48228883818098145,0.21939552309596644,0.3454874556598787,0.1801107817644012,0.5781231227580167,1.2794444444444435,0.6351851851851851,0.7948888888888883,0.6215740740740742,1.3852222222222212,0.3802548040549681,0.2061801760765127,0.2765719126654832,0.19066321866198768,0.49499476622355093,0.31095754146441873,0.1614886828691152,0.20592035159772906,0.15643083735955576,0.3662101324749104,1.1333333333333333,0.8,0.875,0.7916666666666667,1.2083333333333333,1.0,0.6666666666666666,0.7083333333333333,0.6,1.0,1.0,0.6666666666666666,0.75,0.6666666666666666,1.0,0.921043710151168,0.6775218209505183,0.7698206536305043,0.6325074815593524,0.9865062012523342,0.4872361565532131,0.28062079113189625,0.34437788374288975,0.25503415184103845,0.5829675130618585,D,S6_resources,F-res-1x,20.0
0.85,param_err_pct,30,34,32,40,1.0,1.0,0.5666666666666667,0.7,0.43072597557766545,0.21217862261088194,0.3099011932726943,0.17089482990914462,0.46452358203760785,1.1188333333333327,0.6276666666666663,0.8847222222222215,0.6034259259259256,1.1651111111111105,0.3408917332210971,0.14136533467889495,0.2524334232687836,0.11983818020726929,0.5254094168377487,0.29940191159343377,0.12438386254788455,0.2132258669349904,0.09965079663253516,0.3970198141459021,1.1166666666666667,0.7833333333333334,0.8666666666666667,0.7416666666666667,1.1666666666666667,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.9902571507412167,0.6866125174929091,0.8038708922128946,0.6506880534559789,1.0207575818657206,0.4684920033232194,0.19549149037963706,0.3209457853814769,0.17601395320690172,0.5949449121562658,D,S6_resources,F-res-1x,30.0
1.0,param_err_pct,40,40,40,40,0.975,1.0,0.8,0.925,0.2758662176185274,0.10853484060612789,0.18494689315819657,0.10093941180865972,0.4539594177535242,0.8792777777777773,0.5281111111111108,0.7132222222222218,0.48727777777777753,0.9296388888888882,0.27854927122836,0.1145691048497154,0.12446368252011175,0.10806287912772577,0.299004238980079,0.1994449239844396,0.09411967910919584,0.12530872032321877,0.08108667195910893,0.225619355256786,0.8333333333333334,0.7166666666666666,0.7666666666666667,0.6437499999999999,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.7587042688671123,0.6318147552612503,0.6903770197670754,0.5300839293373518,0.8672029817431688,0.34628729470690356,0.1714911037347069,0.19387366404181242,0.1608469874739085,0.39492658043135576,D,S6_resources,F-res-1x,50.0
0.05,blind_rmse_M,0,2,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S6_resources,F-res-2x,0.001
0.3,blind_rmse_M,3,12,11,40,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5434512775280396,0.11550077839271672,0.3141128671456425,0.21480682276917962,0.42878207233684107,1.5625555555555548,0.2782716049382714,0.7077777777777772,0.4930246913580243,1.135166666666666,0.3396492774577666,0.11544531425298973,0.22649957341358934,0.17097244383328952,0.28307442543567796,0.39127090937562575,0.12835455550554503,0.1952035549748704,0.16177905524020772,0.2932372321752481,1.7,0.64,1.1,0.8700000000000001,1.4,1.0,0.6,1.0,0.8,1.0,1.3333333333333333,0.6,1.0,0.8,1.1666666666666665,1.3735931138038247,0.4282146051365071,1.0776108640534323,0.7529127345949698,1.2256019889286285,0.6402021087155317,0.23818068649198781,0.31312541003946237,0.2756530482657251,0.47666375937749705,D,S6_resources,F-res-2x,0.002
0.875,blind_rmse_M,33,35,37,40,0.9696969696969697,1.0,0.21212121212121213,0.7575757575757576,0.5434512775280396,0.3773600691585318,0.4813078183407873,0.32472896479184765,0.7757079451720418,0.9880305555555404,0.6756060606060605,0.8819999999999992,0.5777160493827158,1.1324444444444433,0.3399051600037651,0.1543655946652241,0.17475728844423544,0.13416326484849186,0.4046001091944411,0.3367622466183522,0.1662310854344819,0.1992100971763594,0.1594198242155153,0.40976163359679785,1.3666666666666667,1.1,1.2333333333333334,1.0666666666666667,1.4,1.0,0.75,1.0,0.75,1.0,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333,0.959821744588574,0.7331244291945249,0.8502784021907519,0.7189138706597078,0.9771038134887685,0.6236417094486678,0.2973379814446656,0.3400544525181806,0.27886123866696294,0.7172070170846508,D,S6_resources,F-res-2x,0.005
0.95,blind_rmse_M,38,38,40,40,0.9736842105263158,1.0,0.0,0.6052631578947368,0.6244910892711218,0.3897916642110585,0.4531234961418212,0.3785842869368147,0.7594380577013818,1.1923333333333321,0.8248333333333326,0.9827222222222214,0.717305555555555,1.3148333333333322,0.3651623392457658,0.1631673396902117,0.17583348701369111,0.1448157873649239,0.42590645828677354,0.38938549154963403,0.17201322923292298,0.21239440382586267,0.16473408889114385,0.4412658566526786,1.5,1.1332291666666667,1.2333333333333334,1.1,1.5250000000000001,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333,1.0216525264506435,0.8596935070341498,0.9291139716841872,0.8506811330041093,1.0693108226821417,0.6741238348599077,0.31162042355714314,0.3395825413334307,0.29417510061009156,0.7502052163907535,D,S6_resources,F-res-2x,0.01
0.0,param_err_pct,0,0,8,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S6_resources,F-res-2x,5.0
0.025,param_err_pct,1,1,17,40,1.0,1.0,0.0,1.0,0.24213090995545683,0.24213090995545683,0.24213090995545683,0.24213090995545683,0.24213090995545683,0.7777777777777772,0.7777777777777772,0.7777777777777772,0.7777777777777772,0.7777777777777772,0.1643510407813315,0.1643510407813315,0.1643510407813315,0.1643510407813315,0.1643510407813315,0.2007890211383665,0.2007890211383665,0.2007890211383665,0.2007890211383665,0.2007890211383665,1.125,1.125,1.125,1.125,1.125,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.7331244291945249,0.7331244291945249,0.7331244291945249,0.7331244291945249,0.7331244291945249,0.3232200548265745,0.3232200548265745,0.3232200548265745,0.3232200548265745,0.3232200548265745,D,S6_resources,F-res-2x,10.0
0.225,param_err_pct,7,9,28,40,1.0,1.0,0.8571428571428571,1.0,0.25719758351781513,0.12633294075479393,0.1756627390352515,0.14286624872985704,0.2509062923958728,0.8438888888888882,0.41377777777777747,0.7241111111111106,0.4464444444444441,0.7948888888888883,0.29030129622408235,0.10344129510345057,0.14389886920711017,0.10845519595726061,0.28442528372622117,0.21239577921101851,0.07966160870674363,0.11522689037748327,0.08117116458097527,0.20592035159772906,0.9,0.7333333333333333,0.8333333333333334,0.75,0.8666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.883757866633975,0.6448531283597513,0.7073664533839884,0.6611874746551347,0.8782119754682819,0.39197064127527087,0.15614627104778017,0.21519019096897143,0.16381868739124356,0.38460685560272134,D,S6_resources,F-res-2x,20.0
0.575,param_err_pct,21,23,32,40,1.0,1.0,0.8095238095238095,1.0,0.5064903627368328,0.1756627390352515,0.25719758351781513,0.16930552686710898,0.5769655540116606,0.8088888888888881,0.5249999999999999,0.7241111111111106,0.5016666666666664,0.8438888888888882,0.29030129622408235,0.11687894980479033,0.13334065517170018,0.11559861744933535,0.2934601221591888,0.17353799152232535,0.09367819567988947,0.10894386331291103,0.0876875009934627,0.1994449239844396,0.875,0.75,0.8,0.7333333333333333,0.9,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,0.6666666666666666,0.7297113985832578,0.5832920237056123,0.6737350284730359,0.5226853972969614,0.7297113985832578,0.39197064127527087,0.1779615582200895,0.2134736913268879,0.173053350348807,0.4019206134402012,D,S6_resources,F-res-2x,30.0
0.975,param_err_pct,39,39,40,40,0.9743589743589743,1.0,0.9230769230769231,0.9487179487179487,0.2529395686521713,0.16028870467914594,0.17624640237598532,0.10072416114671778,0.46752586114895067,0.7948888888888884,0.48999999999999977,0.7023333333333329,0.4826111111111109,0.8792777777777773,0.22071677267263703,0.11125856329840275,0.11956087425715298,0.1074873439541908,0.2874277765038816,0.1555242142845115,0.08150708142832584,0.09150507140445893,0.07995487513316636,0.20074513380968417,0.8,0.7,0.7666666666666667,0.6208333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.7032322185836326,0.5521330249092997,0.6529817574651563,0.509937258796479,0.7333494923192034,0.3371661448582738,0.16279945579715152,0.18215125693649384,0.1606156713159821,0.38460685560272134,D,S6_resources,F-res-2x,50.0
0.0,blind_rmse_M,0,0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S6_resources,F-res-4x,0.001
0.0,blind_rmse_M,0,0,11,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S6_resources,F-res-4x,0.002
0.05,blind_rmse_M,2,2,37,40,1.0,1.0,1.0,1.0,0.7482732390805071,0.4796545047412084,0.6139638719108578,0.5468091883260331,0.6811185554956825,0.38888888888888856,0.26133333333333336,0.32511111111111096,0.29322222222222216,0.35699999999999976,0.16064271806113783,0.1207090179343768,0.14067586799775733,0.13069244296606705,0.15065929302944758,0.1773556528456345,0.1462867388911729,0.1618211958684037,0.15405396737978833,0.1695884243570191,0.775,0.5125,0.64375,0.578125,0.709375,0.75,0.375,0.5625,0.46875,0.65625,0.75,0.5,0.625,0.5625,0.6875,0.4523634018241177,0.23651179546049012,0.34443759864230394,0.290474697051397,0.39840050023321083,0.3312160033605809,0.3019573784934842,0.3165866909270325,0.3092720347102584,0.3239013471438067,D,S6_resources,F-res-4x,0.005
0.1,blind_rmse_M,4,4,40,40,1.0,1.0,0.25,1.0,3.189465217511264,0.5417086668822374,1.0805130716171334,0.6313783141425123,1.922184764381563,0.7948888888888882,0.3966666666666663,0.5662222222222217,0.5074999999999995,0.6397222222222216,0.6971738046331083,0.1217093607385697,0.1552687180759414,0.1345158386977111,0.3031080297591205,0.5898602579812541,0.19040840422930072,0.21604270041834356,0.20826446238288832,0.3108667537972657,1.4,0.775,1.0333333333333334,0.9687500000000001,1.125,1.0,0.75,1.0,0.9375,1.0,1.3333333333333333,0.75,1.0,0.9375,1.0833333333333333,0.7373076609063959,0.46455657310499926,0.5908052758299085,0.5167993094463992,0.6698746628013124,1.4314331350424805,0.35644335050938114,0.3972893091719635,0.360521698851282,0.6823813862946286,D,S6_resources,F-res-4x,0.01
0.0,param_err_pct,0,0,8,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S6_resources,F-res-4x,5.0
0.05,param_err_pct,0,2,17,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,D,S6_resources,F-res-4x,10.0
0.2,param_err_pct,4,8,28,40,1.0,1.0,0.25,1.0,1.8436277412361508,0.4766830676016087,1.0720077828838368,0.5830292831952408,1.6050600933399541,0.6097777777777773,0.4537037037037035,0.5638888888888883,0.5334259259259254,0.5782777777777772,0.501255475854298,0.11328874651744998,0.16399110950987522,0.14438981456858696,0.25523290528916287,0.4232904249008634,0.1919316950736709,0.2207670113362201,0.1921127502131184,0.29284329678484533,1.05,0.82,1.0291666666666668,0.9737499999999999,1.0375,0.75,0.6,0.7083333333333333,0.6499999999999999,0.75,1.0,0.8,1.0,0.95,1.0,0.596019718691882,0.3576508729311206,0.5241381822363831,0.4707053642059616,0.5539195570543638,1.0617380987670528,0.3247631429420063,0.4186597343328031,0.3814114327820618,0.5932034791444076,D,S6_resources,F-res-4x,20.0
0.575,param_err_pct,19,23,32,40,0.9473684210526315,1.0,0.5789473684210527,0.9473684210526315,0.6753129801815407,0.2861841820970534,0.5030383419006444,0.2835076757170938,0.9569960652370795,0.6152222222222219,0.3966666666666663,0.4954444444444442,0.39433333333333304,0.6669444444444441,0.21870226314050753,0.11200122980233491,0.17592361630048514,0.11179451665481091,0.22164977530517938,0.26779019336282045,0.15379684334263638,0.19217310192626758,0.13867713816807184,0.28960358790501073,1.0,0.7,0.775,0.7,1.0166666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.75,0.6666666666666666,1.0,0.6685191668372918,0.4631215394748258,0.5790459838928868,0.45113811285765637,0.6811997219599217,0.6662611026030135,0.3247631429420063,0.37592689640727234,0.2786753032270514,0.6710086755546758,D,S6_resources,F-res-4x,30.0
0.925,param_err_pct,37,37,40,40,1.0,1.0,0.972972972972973,1.0,0.42326825323650236,0.3043326349794275,0.3118903927603461,0.18448212761241864,0.8490357792841716,0.370222222222222,0.32666666666666644,0.3484444444444443,0.31577777777777766,0.41377777777777747,0.14660138417000093,0.08036993164486074,0.10838200596826701,0.07361075752179724,0.1787102974834225,0.2038589849064402,0.10690461171545369,0.10845716364224772,0.10580853796853486,0.26779019336282045,0.7,0.6666666666666666,0.6666666666666666,0.525,0.7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.460502386758989,0.35575013249348153,0.4417966872894271,0.3370704861114201,0.4707363493438715,0.4259473469669023,0.22773597501410597,0.23277871285755233,0.2254409828686366,0.5137179813555102,D,S6_resources,F-res-4x,50.0
0.2,blind_rmse_M,7,8,27,40,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,1.2680725523990197,1.009999037272935,1.2415631077457772,1.1250827786413193,1.263173397296054,2.293768115942028,1.092567567567568,1.744400000000001,1.3614381047714383,2.054939613526569,1.2611487726266262,0.9555159635923471,1.2261130270619216,1.0844669206246418,1.2484691102466998,1.2110090243698208,0.974731458831669,1.164317238087141,1.0594888269681504,1.1948809935208815,1.0454545454545454,0.625,1.0,0.6988636363636364,1.044949494949495,1.0,0.6666666666666666,1.0,0.7083333333333333,1.0,1.0,0.6666666666666666,1.0,0.7083333333333333,1.0,1.1571637941804451,0.7985768107938342,1.1125868672972292,0.8194935184024756,1.1391379946846358,1.2380939594700748,0.9374354553594931,1.1852685180874687,1.0613084596626217,1.2286272334453328,F-zfixed,S7_spatial_modes,F-zadaptive,0.001
0.35,blind_rmse_M,14,14,38,40,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.14285714285714285,1.2680725523990197,0.2563961988376734,1.160410270336417,0.2558301933779881,1.2589775331052966,2.3390566037735843,1.6264949006977991,1.8431388888888884,1.6245880300590443,2.3281082423038724,1.2261130270619216,0.42116615516250355,1.1571444477958415,0.4206082372345359,1.221446508428395,1.167478179166356,0.5211874199774856,1.1200401861090747,0.5242717523054702,1.1644522954533474,1.015625,0.9142857142857143,1.0,0.9281385281385282,1.0227272727272727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1890377066313083,1.1290624961651,1.166128789209502,1.1272186776498623,1.189596464942498,1.1890565315809773,0.45683494260806645,1.1397613607419426,0.4559066727303407,1.1909940653885907,F-zfixed,S7_spatial_modes,F-zadaptive,0.002
0.35,blind_rmse_M,14,14,39,40,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.0,1.2756949927262247,0.2552641879183029,1.1868064648373955,0.2558301933779881,1.2802996497301988,2.4435283018867917,1.773333333333333,2.1899609374999995,1.7840277777777773,2.4508474842767285,1.2449035039815852,0.4200503193065682,1.1777238618867605,0.4206082372345359,1.2402058847516693,1.194716326573504,0.5249799588024192,1.134886344982176,0.5242717523054702,1.1879067897217168,1.0307765151515151,0.9705627705627706,1.0,0.9701298701298702,1.0310132575757576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1907729872307589,1.1736250650991584,1.1845359112656797,1.1740990742108908,1.190618546236491,1.2294088737729636,0.45683494260806645,1.164479883572234,0.4559066727303407,1.2202895551287738,F-zfixed,S7_spatial_modes,F-zadaptive,0.005
0.4,blind_rmse_M,16,16,39,40,0.3125,0.3125,0.375,0.0,1.2904689442330406,0.2575282097570438,1.228296902205808,0.2569622042973586,1.2932512629824744,2.48811111111111,1.7429401709401702,2.2054861111111106,1.7474423076923071,2.503083333333332,1.282119377768279,0.42228199101843883,1.2167799897948681,0.42172407309047116,1.282232257903365,1.2478249357380151,0.5335247492894238,1.1558621871354937,0.5304404169614393,1.2483657730521005,1.0625,0.9696969696969697,1.0151515151515151,0.9672727272727273,1.0689338235294117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1927764292251404,1.167076807432967,1.1824937427691347,1.1698769271543301,1.1970897095676944,1.2675915478665225,0.458691482363518,1.1890565315809773,0.4577632124857922,1.2640584017535876,F-zfixed,S7_spatial_modes,F-zadaptive,0.01
0.15,param_err_pct,3,6,10,40,0.0,0.0,0.3333333333333333,0.3333333333333333,1.2680725523990197,1.2401665200097038,1.2582742421930884,1.249220381101396,1.263173397296054,2.293768115942028,1.630308641975309,1.744400000000001,1.6873543209876551,2.0190840579710145,1.2611487726266262,1.2134178776569362,1.2357894478667735,1.2246036627618548,1.2484691102466998,1.2337323096041728,1.164317238087141,1.178752962671942,1.1715351003795416,1.2062426361380574,1.0454545454545454,0.7727272727272727,1.0444444444444445,0.9085858585858586,1.044949494949495,1.0,0.75,1.0,0.875,1.0,1.0,0.75,1.0,0.875,1.0,1.1571637941804451,0.8404102260111171,1.1211121951888263,0.9807612105999717,1.1391379946846358,1.2380939594700748,1.1852685180874687,1.219160507420591,1.2022145127540298,1.2286272334453328,F-zfixed,S7_spatial_modes,F-zadaptive,5.0
0.2,param_err_pct,6,8,22,40,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.2960335817319084,0.21995753354214972,1.196957038213064,0.48158304642188887,1.2778933381772064,2.421631578947368,1.041535631011367,2.2362590579710138,1.5494481382978722,2.2948893974065596,1.2890654376846613,0.365287692249784,1.1923677967691022,0.6039480296816868,1.2708755356981603,1.2418674775266154,0.43194736147123725,1.122539696982784,0.643544109393581,1.2216207551543974,1.0668449197860963,0.5298701298701298,1.000865800865801,0.7064935064935065,1.0416666666666665,1.0,0.55,1.0,0.7,1.0,1.0,0.55,1.0,0.7,1.0,1.2165179170671514,0.5965474375409726,1.1709500226279455,0.7755707201113778,1.1888004802091272,1.2675915478665225,0.39085008416833944,1.1646984122398802,0.6215776910374309,1.2501840685856376,F-zfixed,S7_spatial_modes,F-zadaptive,10.0
0.3,param_err_pct,10,12,31,40,0.5,0.5,0.6,0.5,1.2977817684446529,0.3265339752915446,1.1265118597836619,0.4974002407868922,1.2602574239123314,2.3151761239035076,1.092567567567568,1.7786681659170407,1.1543458884416333,2.242609649122807,1.2627112322291592,0.4896928361594495,1.0522310546318892,0.5673298258575945,1.236064799563146,1.233659292256333,0.5780345040277501,1.0185194097691672,0.6505613949938859,1.1918260770156563,1.1722943722943722,0.5823412698412698,0.872077922077922,0.6198863636363636,1.0416666666666665,1.1666666666666665,0.6,0.875,0.6166666666666667,1.0,1.1666666666666665,0.6,0.875,0.6166666666666667,1.0,1.3936946853379573,0.6721732372833715,0.9697067323706465,0.7037741306609873,1.2296992639738833,1.2550631918819877,0.5354348187539796,1.0238358862093313,0.5963209101356759,1.2245906474447577,F-zfixed,S7_spatial_modes,F-zadaptive,20.0
0.45,param_err_pct,18,18,36,40,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.0,1.2881199131891368,0.7434738528417056,1.2250438729347435,0.5197118122286544,1.2925039665411813,2.617222222222221,1.8701666666666663,2.2637426900584794,1.8240490196078427,2.642499999999999,1.282119377768279,0.8239281150930131,1.2198082986593841,0.6415366801677644,1.2845305834772542,1.248164303981243,0.8875621208765727,1.1950419478047294,0.758758905557586,1.248333988102857,1.2072192513368982,0.98,1.0307765151515151,0.97,1.2653743315508021,1.1666666666666665,1.0,1.0,1.0,1.25,1.1666666666666665,1.0,1.0,1.0,1.25,1.4426512612558153,1.1721680780751829,1.184085712235876,1.1701116417180248,1.5600495138173123,1.2514516187433022,0.8408922630523985,1.2083324078757078,0.6739226606972833,1.25714707688974,F-zfixed,S7_spatial_modes,F-zadaptive,30.0
0.525,param_err_pct,21,21,39,40,0.5238095238095238,0.5238095238095238,0.3333333333333333,0.38095238095238093,1.211926131675694,0.9338674058613878,0.9864803367786014,0.9046124099856806,1.2373636507813508,1.8826315789473682,0.8983333333333333,1.6108749999999996,0.8438888888888888,2.1712068965517233,1.2074469525278149,0.9338674058613878,0.9864803367786014,0.9046124099856806,1.23039810706255,1.1678149160666185,0.9338674058613882,0.9864803367786017,0.9046124099856809,1.194716326573504,1.0,0.9696969696969697,1.0,0.96,1.0303030303030303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1753956555593852,0.9833212514718047,1.1129505977031413,0.9618093439827224,1.1755211015460882,1.1929315991962042,0.944665647907244,0.9885702437539767,0.9185729396486714,1.2100037724956005,F-zfixed,S7_spatial_modes,F-zadaptive,50.0
0.7,blind_rmse_M,25,28,27,40,0.52,0.48,0.52,0.72,1.0360311705733172,0.9330771258138271,0.9999701866861032,0.8689013314034794,1.0579972328746614,0.9456140350877186,0.6109876543209874,0.7622222222222217,0.5291999999999997,0.9605555555555548,1.0346097175576627,0.871765108308209,0.999685468797139,0.8216215570598618,1.0426825891138611,1.029202854445758,0.8533638003231512,1.0010752972700008,0.8137202634979701,1.0329927834839767,1.0294117647058822,0.75,0.9565217391304348,0.7333333333333333,1.0363636363636364,1.0,0.75,1.0,0.75,1.0,1.0,0.75,1.0,0.75,1.0,0.9945427389140161,0.7109581890778596,0.9737665920408288,0.6883270254497551,1.019088808977933,1.0327514073052435,0.8587284367816426,0.9972310581131655,0.8054197834044222,1.0351749839005293,F-zfixed,S7_spatial_modes,F-zbatch,0.001
0.975,blind_rmse_M,37,39,38,40,0.4864864864864865,0.43243243243243246,0.35135135135135137,0.5675675675675675,1.04068277209703,0.985232446804652,1.018980942945871,0.8838350027431332,1.0476573688871107,0.9605555555555548,0.8555555555555551,0.8852666666666662,0.7929090909090902,0.9799999999999996,1.0291875293173913,0.9761558577376881,1.0041018581605767,0.8853320727641392,1.0346097175576627,1.0283466478127505,0.9758894733095331,1.0055617362265445,0.9030625978078832,1.0323660709199391,1.0,0.9714285714285714,1.0,0.9473684210526315,1.0227272727272727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.008123714514374,0.979947196753121,0.9970448317972463,0.9737665920408288,1.0173929911826993,1.0243740925603453,0.9683149523848804,1.0021764057584182,0.880393273356645,1.0327514073052435,F-zfixed,S7_spatial_modes,F-zbatch,0.002
1.0,blind_rmse_M,39,40,39,40,0.4358974358974359,0.41025641025641024,0.28205128205128205,0.4358974358974359,1.0386026203881042,0.994586036196296,1.021142791910497,0.5811198535590877,1.048090904580196,0.9605555555555548,0.8555555555555551,0.9234615384615379,0.8008989898989893,0.9821874999999995,1.0291875293173913,0.9850131612300477,1.007245645349645,0.6509061736428633,1.034912990011823,1.0283466478127505,0.9919368219741521,1.0116610550096963,0.7239815257034963,1.0331196097630837,1.0,1.0,1.0,0.9718253968253968,1.027106227106227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0113897386849775,0.9970448317972463,1.0041304020875288,0.9871447159516583,1.0295668630989976,1.0243740925603453,0.9821905708828655,1.0049582695319483,0.673294583926904,1.0336088315063006,F-zfixed,S7_spatial_modes,F-zbatch,0.005
