species,true_M,estimated_M,sigma_M
EGMA,0.21546687618852975,0.21959265467519334,0.01003877741656208
EG,0.1350442621867625,0.1354163311345951,0.006207123719492617
EG,0.15550380637267625,0.15739773367588536,0.00682614509453932
EG,0.14994603065186052,0.1532817707391223,0.0069615220360233375
EG,0.09121604749303049,0.09120123756229093,0.004818920008090446
EG,0.2236209346862246,0.2235100134395952,0.008957270433069028
EG,0.007588318022116158,0.009998762724729743,0.002492252234829048
EG,0.28176144989187907,0.28516020370095957,0.010877028916997275
EG,0.23535506812552975,0.23845258713734233,0.009386328536924582
EG,0.18313802355753137,0.1832353843031496,0.0076722814559867
EG,0.2976759717466581,0.29946533971935574,0.011422389888616342
EG,0.23611376644392504,0.2397805611973471,0.009553428753442207
EG,0.2636805254734431,0.26596445522214646,0.010269015437427588
EG,0.042876646576174245,0.044265140300368065,0.003510870127187498
EG,0.10013403896522627,0.10038231217613455,0.005140391593785882
EG,0.22657510816987744,0.22828817196391873,0.009226119710240534
EG,0.10850923140142944,0.1088294939226217,0.005352997450118297
EG,0.0659174166625207,0.06568802689661589,0.003989842192013475
EG,0.14639638542529096,0.1489750929375078,0.006580886624500327
EG,0.11548595947214953,0.11795919341161991,0.005606481949928413
EG,0.2913697529372258,0.29081822399553486,0.011067280667086071
EG,0.2971719832531915,0.29671635028336807,0.011267236074376014
EG,0.13734085376350766,0.13560578741341123,0.006169592699582983
EG,0.004583248294734021,0.004671579828098545,0.00213336711449091
EG,0.06512921967574148,0.06458313874884035,0.004355358731585083
EG,0.12630205068066305,0.12793270355864778,0.005917061867010489
EG,0.2997020830838243,0.30003046474520806,0.011398835815449121
EG,0.09438645100549452,0.09327663831600409,0.00489155917464733
EG,0.18890252666496812,0.18758642424652758,0.007836439182232037
EG,0.2721874693035918,0.27464766407594254,0.010583246534889417
EG,0.21689006962013443,0.2150022510484704,0.008739152969887332
EG,0.2551120426069551,0.2595812886249244,0.010079775637466506
EG,0.12007121659275646,0.11951960452823508,0.005704017696204829
EG,0.19614557913764394,0.19337390127468487,0.008001057436699132
EG,0.07806024988506084,0.07881841201700387,0.004597098460944979
EG,0.019797133839616985,0.020660262364290437,0.002682645206928889
EG,0.27108276966688316,0.2693381413887925,0.01042625174689458
EG,0.29744870889196534,0.2952125845634128,0.011257151414472729
EG,0.2776351787582,0.2821959254753874,0.010802496670829675
EG,0.29446172657116604,0.3005744671016044,0.011367167201852905
EG,0.10783462777330588,0.10853409209543571,0.005350235840013383
EG,0.1679760520070721,0.16421954069470326,0.007098750671983031
EG,0.08077765066832027,0.08066014640153386,0.00444186685296517
EG,0.030235545458378164,0.03063858463864739,0.0032198185975607216
EG,0.20738759044423605,0.20507354298685593,0.00837895108127095
EG,0.16782987131213406,0.167196216106087,0.007170986502262995
EG,0.037453839808904744,0.03654697307147969,0.0032603575923153797
EG,0.038682087421753254,0.03912051621874816,0.003290631876718316
EG,0.23401421936384945,0.23438150217274353,0.009264693411493594
EG,0.2907942432831307,0.2902921908016312,0.01103764635433293
EG,0.21867028177343614,0.21762868449804276,0.00878382878999529
EG,0.2771191890577269,0.2821953757814023,0.010801416880104345
EG,0.25060601687572726,0.24955826534905107,0.009825877374508003
EG,0.07196002148920641,0.07331825979875567,0.004327072312619349
EG,0.18081425944436824,0.17761916999511848,0.007487441873412953
EG,0.04813303415171164,0.04730670294899996,0.003407378172807964
EG,0.1390099441708368,0.14025000876875002,0.006589824349246114
EG,0.23734248006577538,0.2347238880351957,0.009285586838595542
EG,0.2883148186640412,0.29327976993356375,0.011181290027200634
EG,0.2822071486468396,0.2775049746345174,0.010830736621425288
EG,0.10650362595105246,0.10588554039415445,0.0052097334492209844
EG,0.11073409866488465,0.11121788995843247,0.005551438672778262
EG,0.1932256163037345,0.19422210057579697,0.008006767060359294
EG,0.03886842200961865,0.03891273452654681,0.0034663815089739777
EG,0.24728875549963933,0.24911669833704791,0.009754666631988722
EG,0.09849010053799175,0.09859334967300684,0.005031923678864048
EG,0.2225953535516413,0.22077499651912633,0.008834379021446426
EG,0.23841419698689892,0.23804018918596187,0.009395596241007014
EG,0.11975015930458859,0.11837321092608552,0.00566424445234082
EG,0.0818351400233422,0.08063026508104217,0.004496743380002069
EG,0.12272617475782252,0.12503775341467094,0.005918769860418405
EG,0.032444476242709415,0.032193096924682654,0.003073798680427071
EG,0.12919064248870424,0.13119338633655292,0.006081889719298815
EG,0.08671075938716906,0.08769459902653971,0.004663790847865769
EG,0.030410518970818434,0.030311231901937026,0.003397743257299401
EG,0.09532372926239042,0.09728321225973242,0.005139663594391347
EG,0.15392461399142918,0.15791261046662391,0.006857612688763938
EG,0.13309074739110957,0.1339897492944793,0.006155974351607899
EG,0.12653187035540484,0.12200763388078227,0.005815306733349442
EG,0.010845810509625886,0.009721890577302463,0.0024579211075988175
EG,0.04855246132413209,0.04904027363353494,0.003448984206335917
EG,0.22442868587027412,0.2294209781465557,0.00918529011370641
EG,0.1679034098433854,0.16491865664673763,0.007154616164149215
EG,0.15676820296347949,0.15787960032301393,0.006898542379460675
EG,0.25379834916722627,0.26235130121740546,0.01019554262950253
